@relation chutar

@attribute Direccion(x) numeric
@attribute Direccion(y) numeric
@attribute Direccion(z) numeric
@attribute Distancia numeric
@attribute Fuerza numeric

@data
0.385858,0.153799,-0.909648,47.922493,38
0.182859,-0.021065,-0.982913,44.554241,22
0.390428,-0.019728,-0.920422,47.464935,37
-0.471133,0.154795,-0.868373,46.542061,20
-0.441561,-0.020267,-0.897002,45.144474,26
-0.139339,-0.022365,-0.989992,40.428452,21
0.83694,-0.047628,-0.545218,20.820448,21
0.23624,-0.033906,-0.971103,25.69091,22
0.87592,-0.019897,-0.482046,45.111633,32
0.18321,-0.020508,-0.98286,45.45224,21
0.161871,-0.018452,-0.986639,47.851398,32
0.886814,0.144947,-0.438807,47.386131,20
0.367164,-0.020091,-0.929939,46.626415,27
-0.11022,0.149143,-0.982654,49.272484,31
0.394144,0.157105,-0.905521,46.923038,20
0.331092,-0.023043,-0.943317,40.889526,36
0.154205,-0.022549,-0.987782,41.753006,23
0.074376,-0.023468,-0.996954,40.155293,29
-0.114694,-0.023015,-0.993134,38.410568,29
-0.191726,0.181283,-0.964561,39.679867,38
0.242751,-0.017721,-0.969927,51.95232,33
0.403358,-0.019891,-0.914826,47.132824,20
0.145386,0.07229,-0.98673,97.476944,27
0.252425,-0.008986,-0.967575,99.664818,38
0.261096,0.070537,-0.962732,100.132431,34
0.270978,-0.00894,-0.962544,100.222092,36
0.144966,0.072318,-0.98679,97.476952,29
0.271029,-0.009351,-0.962526,100.224472,28
0.098791,-0.009321,-0.995065,98.349869,28
-0.077421,-0.009339,-0.996955,98.047379,21
-0.053581,0.314723,-0.94767,22.604929,24
0.511811,-0.036026,-0.858343,26.048416,21
0.499368,-0.050607,-0.86491,25.515228,34
0.015497,0.067211,-0.997618,104.320099,38
0.003495,-0.010769,-0.999936,84.507591,26
0.027416,-0.010765,-0.999566,84.505951,39
-0.974811,-0.019392,-0.222187,47.170494,32
-0.962232,0.154476,-0.224156,46.623608,29
0.06558,0.088802,-0.993888,56.24313,28
0.288638,0.08556,-0.953608,58.743443,34
0.274847,-0.020099,-0.961278,52.303341,21
0.098651,0.156731,-0.982702,47.039593,21
0.043728,-0.023009,-0.998779,41.016212,35
-0.153579,-0.020599,-0.987922,42.782593,22
0.322068,-0.021041,-0.946483,50.910801,32
0.468361,0.153265,-0.870143,48.067791,25
0.161436,0.17122,-0.971917,43.016724,37
0.163782,-0.022028,-0.986251,42.496479,31
0.698042,0.154613,-0.699165,43.971836,24
0.184926,-0.019908,-0.982551,47.064285,32
0.049953,0.15322,-0.986929,48.09021,39
-0.367103,0.198259,-0.908806,30.473997,30
0.399205,0.187494,-0.897486,39.017105,37
0.399169,0.187515,-0.897498,39.003616,27
0.353309,0.191354,-0.915727,38.132576,27
-0.096009,0.178819,-0.979186,41.349834,20
-0.095964,0.178847,-0.979186,41.34985,22
-0.145458,0.177765,-0.973263,41.616772,30
-0.120824,0.17836,-0.976519,41.472164,37
0.042965,0.171051,-0.984325,41.557987,22
0.51652,0.168522,-0.839528,43.863781,28
-0.261432,0.152383,-0.953117,48.338993,21
0.020577,0.15817,-0.987197,46.526714,29
0.058176,0.250448,-0.966381,29.433207,30
-0.293033,0.274773,-0.915768,27.19154,22
0.907884,-0.022136,-0.418638,42.47942,33
0.182425,0.149576,-0.971776,47.960587,35
-0.18584,-0.021621,-0.982342,40.350826,32
-0.473695,-0.065488,-0.878251,13.200229,23
-0.035591,0.124072,-0.991635,43.511536,27
0.697166,-0.021526,-0.716587,43.645611,31
0.385539,-0.017725,-0.922521,49.715958,32
0.097929,0.19177,-0.976542,38.494812,22
0.148032,0.323117,-0.934709,23.28623,31
0.321147,-0.02125,-0.946791,52.908596,25
0.409139,-0.020285,-0.912246,45.846336,27
0.355364,-0.053058,-0.933221,15.987011,35
-0.778945,-0.050285,-0.625073,16.553219,20
0.062218,-0.021708,-0.997826,43.235107,21
0.112695,0.187672,-0.975745,39.463753,38
0.897157,-0.0384,-0.44004,25.150463,22
-0.412542,0.132608,-0.901235,53.119904,29
0.166209,0.18021,-0.969484,38.244236,28
0.467135,0.137492,-0.873431,49.926277,38
0.144106,0.147643,-0.978486,48.590931,27
-0.142077,0.15397,-0.977807,47.846874,21
0.096405,-0.018907,-0.995163,48.709293,34
0.028475,0.148902,-0.988442,48.502773,28
0.47591,-0.017764,-0.879314,51.785,37
0.452964,0.14735,-0.879268,49.514282,20
0.414647,-0.030857,-0.909459,49.74781,31
-0.204953,0.149166,-0.967339,49.282135,33
-0.45064,-0.020138,-0.892479,46.423237,24
0.238085,-0.020219,-0.971034,46.395416,37
0.164756,-0.020637,-0.986118,45.468021,36
0.289725,0.156659,-0.944202,45.918804,21
0.322848,-0.019797,-0.946244,46.123474,33
0.164881,0.169744,-0.971597,43.557571,35
0.371457,-0.019095,-0.928254,48.978458,26
0.952645,-0.026381,-0.302937,35.790337,25
0.853005,0.295529,-0.43017,25.505344,23
0.710053,0.330538,-0.621748,21.345184,30
0.751902,0.309425,-0.582151,22.913134,35
-0.332468,-0.017767,-0.942947,52.311283,26
-0.332607,-0.017812,-0.942897,52.313866,23
0.253365,0.169188,-0.952461,43.55703,28
0.301286,-0.021465,-0.953292,43.694782,32
0.482396,0.163964,-0.860471,43.447372,39
0.522781,-0.020547,-0.852219,44.084675,27
