@relation pasar

@attribute Direccion(x) numeric
@attribute Direccion(y) numeric
@attribute Direccion(z) numeric
@attribute Distancia numeric
@attribute Fuerza numeric

@data
0.981328,0.182911,0.059493,4.371987,10
0.981331,0.182894,0.059493,4.371998,8
0.981332,0.182888,0.059493,4.372001,11
0.981333,0.182885,0.059493,4.372,8
0.981333,0.182884,0.059493,4.371995,16
0.981333,0.182884,0.059493,4.371991,5
0.981333,0.182884,0.059493,4.371986,23
0.981333,0.182883,0.059493,4.371983,25
0.981333,0.182883,0.059493,4.371978,13
0.981333,0.182883,0.059493,4.371973,8
0.981333,0.182883,0.059493,4.371969,8
0.981333,0.182883,0.059493,4.371964,28
0.981333,0.182883,0.059493,4.371961,22
0.981333,0.182883,0.059493,4.371956,16
0.981333,0.182883,0.059493,4.371953,23
0.981333,0.182883,0.059493,4.371948,29
0.981333,0.182883,0.059493,4.371943,10
0.981333,0.182883,0.059493,4.37194,25
0.981333,0.182883,0.059493,4.371935,19
0.981333,0.182883,0.059493,4.371931,10
0.981333,0.182883,0.059493,4.371926,29
0.981333,0.182883,0.059493,4.371922,25
0.981333,0.182883,0.059493,4.371918,10
0.981333,0.182883,0.059493,4.371914,25
0.981333,0.182883,0.059493,4.37191,16
0.981333,0.182883,0.059493,4.371905,17
0.981333,0.182883,0.059493,4.371901,14
0.981333,0.182883,0.059493,4.371897,10
0.981333,0.182883,0.059493,4.371892,8
0.981333,0.182883,0.059493,4.371888,17
0.981333,0.182883,0.059493,4.371884,23
0.981333,0.182883,0.059493,4.37188,29
0.981333,0.182883,0.059493,4.371875,22
0.981333,0.182883,0.059493,4.371871,18
0.981333,0.182883,0.059493,4.371867,22
0.981333,0.182883,0.059493,4.371862,11
0.981333,0.182883,0.059493,4.371858,15
0.981333,0.182883,0.059493,4.371854,16
0.981333,0.182883,0.059493,4.37185,16
0.981333,0.182883,0.059493,4.371846,9
0.981333,0.182883,0.059493,4.371841,19
0.981333,0.182883,0.059493,4.371836,14
0.981333,0.182883,0.059493,4.371833,16
0.981333,0.182883,0.059493,4.371828,8
0.981333,0.182883,0.059493,4.371824,18
0.981333,0.182883,0.059493,4.37182,29
0.981333,0.182883,0.059493,4.371815,9
0.981333,0.182883,0.059493,4.371812,28
0.981333,0.182883,0.059493,4.371807,26
0.981333,0.182883,0.059493,4.371803,13
0.981333,0.182883,0.059493,4.371799,9
0.981333,0.182883,0.059493,4.371794,24
0.981333,0.182883,0.059493,4.371789,24
0.981333,0.182883,0.059493,4.371786,24
0.981333,0.182883,0.059493,4.371781,29
0.981333,0.182883,0.059493,4.371777,13
0.981333,0.182883,0.059493,4.371773,17
0.981333,0.182883,0.059493,4.371768,13
0.981333,0.182883,0.059493,4.371764,14
0.981333,0.182883,0.059493,4.371759,27
0.981333,0.182883,0.059493,4.371756,22
0.981333,0.182883,0.059493,4.371752,10
0.981333,0.182883,0.059493,4.371747,22
0.981333,0.182883,0.059493,4.371743,12
0.981333,0.182883,0.059493,4.371738,22
0.981333,0.182883,0.059493,4.371734,23
0.981333,0.182883,0.059493,4.37173,11
0.981333,0.182883,0.059493,4.371725,21
0.981333,0.182883,0.059493,4.371721,14
0.981333,0.182883,0.059493,4.371718,15
0.981333,0.182883,0.059493,4.371713,6
0.981333,0.182883,0.059493,4.371709,7
0.981333,0.182883,0.059493,4.371705,21
0.981333,0.182883,0.059493,4.3717,29
0.981333,0.182883,0.059493,4.371696,15
0.981333,0.182883,0.059493,4.371691,22
0.981333,0.182883,0.059493,4.371687,6
0.981333,0.182883,0.059493,4.371683,6
